Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,PlayerID
704,Michael Carcone,26,ARI,F,9,2,1,3,3,2,2,0,0,0,1,0,0,15,13.3,25,113:48,12:39,0,0,,1,16,5,1,,carcomi01
705,Ryan Carpenter,32,NYR,C,22,1,2,3,-5,10,1,0,0,0,2,0,0,17,5.9,30,201:53,9:11,67,57,54.0,11,35,6,12,,carpery01
706,Dylan Coghlan,24,CAR,D,17,0,3,3,-1,2,0,0,0,0,3,0,0,29,0.0,66,216:15,12:43,0,0,,9,11,2,5,,coghldy01
707,Justin Danforth,29,CBJ,RW,6,2,1,3,-3,4,2,0,0,0,1,0,0,10,20.0,20,80:20,13:23,4,9,30.8,1,7,1,1,,danfoju01
708,Grigori Denisenko,22,FLA,LW,18,0,3,3,-5,4,0,0,0,0,3,0,0,16,0.0,28,178:01,9:53,0,0,,8,20,1,1,,denisgr01
709,William Eklund,20,SJS,LW,8,2,1,3,-5,6,2,0,0,0,0,1,0,18,11.1,34,158:42,19:50,2,4,33.3,6,7,1,5,,eklunwi01
710,Andreas Englund,27,2TM,D,47,0,4,4,-1,35,0,0,0,0,4,0,0,31,0.0,72,569:14,12:07,0,0,,33,133,9,8,,engluan01
710,Andreas Englund,27,COL,D,36,0,3,3,1,26,0,0,0,0,3,0,0,20,0.0,51,405:28,11:16,0,0,,20,104,8,5,,engluan01
710,Andreas Englund,27,CHI,D,11,0,1,1,-2,9,0,0,0,0,1,0,0,11,0.0,21,163:46,14:53,0,0,,13,29,1,3,,engluan01
711,Samuel Fagemo,22,LAK,LW,9,2,1,3,-4,0,2,0,0,0,1,0,0,5,40.0,10,70:40,7:51,0,1,0.0,6,5,1,3,,fagemsa01
712,Casey Fitzgerald,25,2TM,D,27,0,3,3,-2,4,0,0,0,0,3,0,0,13,0.0,42,321:44,11:55,0,0,,12,35,5,1,,fitzgca01
712,Casey Fitzgerald,25,BUF,D,23,0,3,3,-1,4,0,0,0,0,3,0,0,12,0.0,40,300:13,13:03,0,0,,12,29,5,1,,fitzgca01
712,Casey Fitzgerald,25,FLA,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,2,21:31,5:23,0,0,,0,6,0,0,,fitzgca01
713,Mark Friedman,27,PIT,D,23,1,2,3,2,15,1,0,0,0,2,0,0,36,2.8,65,332:21,14:27,0,0,,22,52,5,9,,friedma01
714,Jordan Gross,27,NSH,D,15,3,0,3,-3,2,2,1,0,0,0,0,0,24,12.5,56,281:42,18:47,0,0,,16,10,2,8,,grossjo01
715,Aleksi Heponiemi,24,FLA,C,10,1,2,3,-1,2,1,0,0,0,2,0,0,6,16.7,8,85:53,8:35,2,0,100.0,1,2,1,1,,heponal01
716,Akito Hirose,23,VAN,D,7,0,3,3,-1,4,0,0,0,0,1,2,0,4,0.0,9,122:15,17:28,0,0,,6,6,1,5,,hirosak01
717,Patric Hörnqvist,36,FLA,RW,22,1,2,3,-4,13,1,0,0,1,1,1,0,40,2.5,66,203:53,9:16,1,5,16.7,8,18,5,0,,hornqpa01
718,Andreas Johnsson,28,2TM,LW,13,0,3,3,-6,6,0,0,0,0,3,0,0,18,0.0,23,175:02,13:28,6,7,46.2,5,7,4,5,,johnsan01
718,Andreas Johnsson,28,SJS,LW,11,0,3,3,-6,6,0,0,0,0,3,0,0,17,0.0,22,165:34,15:03,6,7,46.2,5,7,4,5,,johnsan01
718,Andreas Johnsson,28,NJD,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,9:28,4:44,0,0,,0,0,0,0,,johnsan01
719,Wyatt Kaiser,20,CHI,D,9,0,3,3,-4,4,0,0,0,0,3,0,0,14,0.0,27,167:25,18:36,0,0,,10,5,0,13,,kaisewy01
720,Michael Kesselring,23,ARI,D,9,0,3,3,-1,6,0,0,0,0,3,0,0,8,0.0,25,153:51,17:06,0,0,,7,12,2,3,,kessemi01
721,Niko Mikkola,26,2TM,D,81,1,5,6,6,58,1,0,0,0,5,0,0,62,1.6,127,1411:55,17:26,0,0,,106,151,9,34,,mikkoni01
721,Niko Mikkola,26,NYR,D,31,1,2,3,4,23,1,0,0,0,2,0,0,31,3.2,62,579:49,18:42,0,0,,38,55,3,13,,mikkoni01
721,Niko Mikkola,26,STL,D,50,0,3,3,2,35,0,0,0,0,3,0,0,31,0.0,65,832:06,16:39,0,0,,68,96,6,21,,mikkoni01
722,Ryan Murray,29,EDM,D,13,0,3,3,-4,4,0,0,0,0,3,0,0,8,0.0,17,170:37,13:07,0,0,,12,11,0,7,,murrary01
723,Philippe Myers,26,TBL,D,11,1,2,3,0,4,1,0,0,0,2,0,0,21,4.8,37,126:58,11:33,0,0,,6,31,9,5,,myersph01
724,Joshua Norris,23,OTT,C,8,2,1,3,-1,6,2,0,0,0,1,0,0,15,13.3,32,143:54,17:59,33,24,57.9,6,7,6,3,,norrijo01
725,Max Pacioretty,34,CAR,LW,5,3,0,3,0,2,2,1,0,0,0,0,0,16,18.8,34,68:13,13:39,0,0,,1,4,1,2,,pacioma01
726,Lane Pederson,25,2TM,F,27,3,3,6,-1,26,3,0,0,0,3,0,0,27,11.1,45,322:01,11:56,77,73,51.3,11,68,5,4,,pederla01
726,Lane Pederson,25,CBJ,F,16,2,1,3,-4,11,2,0,0,0,1,0,0,12,16.7,20,180:49,11:18,65,49,57.0,4,47,2,2,,pederla01
726,Lane Pederson,25,VAN,F,11,1,2,3,3,15,1,0,0,0,2,0,0,15,6.7,25,141:12,12:50,12,24,33.3,7,21,3,2,,pederla01
727,Nic Petan,27,MIN,C,10,1,2,3,0,2,1,0,0,0,2,0,0,10,10.0,17,116:00,11:36,1,2,33.3,5,4,3,1,,petanni01
728,Lawrence Pilut,27,BUF,D,17,1,2,3,-4,0,1,0,0,1,2,0,0,14,7.1,22,217:32,12:48,0,0,,16,6,3,5,,pilutla01
729,Darren Raddysh,26,TBL,D,17,1,2,3,-4,4,1,0,0,0,2,0,0,25,4.0,47,280:11,16:29,0,0,,16,25,3,9,,raddyda01
730,Pavol Regenda,23,ANA,F,14,1,2,3,-3,4,1,0,0,0,2,0,0,17,5.9,29,147:35,10:33,1,1,50.0,13,8,4,5,,regenpa01
731,Buddy Robinson,31,CHI,RW,9,1,2,3,1,4,1,0,0,0,2,0,0,13,7.7,19,105:58,11:46,1,4,20.0,3,15,0,3,,robinbu01
732,Filip Roos,24,CHI,D,17,1,2,3,-5,4,1,0,0,0,2,0,0,19,5.3,43,275:46,16:13,0,0,,20,14,4,10,,roosfi01
733,Zach Sanford,28,NSH,LW,16,2,1,3,-3,4,2,0,0,1,1,0,0,20,10.0,41,215:50,13:29,2,11,15.4,21,21,5,9,,sanfoza01
734,Radim Šimek,30,SJS,D,44,1,2,3,-13,29,1,0,0,0,2,0,0,39,2.6,80,643:26,14:37,0,0,,74,89,21,22,,simekra01
735,Logan Stanley,24,WPG,D,19,1,2,3,-1,21,1,0,0,0,2,0,0,11,9.1,38,260:34,13:43,0,0,,20,44,3,10,,stanllo01
736,Vítek Vaněček,27,NJD,G,52,0,3,3,0,2,0,0,0,0,2,1,0,0,,0,2915:34,56:04,0,0,,0,0,0,11,,vanecvi01
737,Christian Wolanin,27,VAN,D,16,0,3,3,5,4,0,0,0,0,2,1,0,16,0.0,34,252:06,15:45,0,0,,11,4,1,5,,wolanch01
738,Nicholas Abruzzese,23,TOR,C,2,0,2,2,1,0,0,0,0,0,1,1,0,2,0.0,3,17:57,8:59,0,0,,0,1,0,0,,abruzni01
739,Jordie Benn,35,TOR,D,12,1,1,2,-1,12,1,0,0,1,1,0,0,13,7.7,30,189:37,15:48,0,0,,29,31,0,15,,bennjo01
740,Jordan Binnington,29,STL,G,61,0,2,2,0,29,0,0,0,0,0,2,0,0,,0,3516:03,57:38,0,0,,0,1,6,29,,binnijo01
741,Thomas Bordeleau,21,SJS,C,8,0,2,2,-3,0,0,0,0,0,2,0,0,9,0.0,23,121:52,15:14,2,6,25.0,3,4,5,5,,bordeth01
742,Justin Braun,35,PHI,D,51,0,2,2,-1,19,0,0,0,0,2,0,0,42,0.0,100,764:07,14:59,0,0,,49,47,10,10,,braunju01
743,Jonny Brodzinski,29,NYR,C,17,1,1,2,3,8,1,0,0,0,1,0,0,27,3.7,42,158:25,9:19,51,45,53.1,4,9,6,4,,brodzjo01
744,Kyle Capobianco,25,WPG,D,14,2,0,2,1,6,2,0,0,1,0,0,0,14,14.3,34,172:34,12:20,0,0,,6,12,6,7,,capobky01
745,Gabriel Carlsson,26,WSH,D,6,0,2,2,-1,0,0,0,0,0,2,0,0,3,0.0,6,82:34,13:46,0,0,,1,4,1,2,,carlsga01
746,Brandt Clarke,19,LAK,D,9,0,2,2,-1,6,0,0,0,0,1,1,0,11,0.0,21,122:47,13:39,0,0,,14,3,1,3,,clarkbr02
747,Simon Edvinsson,19,DET,D,9,2,0,2,-7,12,2,0,0,0,0,0,0,5,40.0,13,153:37,17:04,0,0,,8,11,4,4,,edvinsi01
748,Byron Froese,31,VEG,C,9,1,1,2,0,4,1,0,0,0,1,0,0,15,6.7,23,89:39,9:58,31,21,59.6,5,11,2,2,,froesby01
749,John Gibson,29,ANA,G,53,0,2,2,0,12,0,0,0,0,1,1,0,0,,0,3004:55,56:42,0,0,,0,0,0,16,,gibsojo02
750,Daniil Gushchin,20,SJS,LW,2,1,1,2,-1,0,0,1,0,0,0,1,0,8,12.5,12,31:49,15:55,0,0,,5,0,1,0,,gushcda01
751,Joel Hanley,31,DAL,D,26,0,2,2,5,15,0,0,0,0,2,0,0,14,0.0,31,302:34,11:38,0,0,,28,24,3,7,,hanlejo01
752,Thomas Harley,21,DAL,D,6,0,2,2,5,2,0,0,0,0,2,0,0,8,0.0,12,100:45,16:48,0,0,,8,1,0,3,,harleth01
753,John Hayden,27,SEA,C,7,2,0,2,2,7,2,0,0,0,0,0,0,9,22.2,19,55:23,7:55,0,1,0.0,3,4,0,1,,haydejo01
754,Mac Hollowell,24,TOR,D,6,0,2,2,3,2,0,0,0,0,2,0,0,4,0.0,6,77:37,12:56,0,0,,6,3,3,1,,holloma01
755,Luke Hughes,19,NJD,D,2,1,1,2,0,0,1,0,0,1,1,0,0,2,50.0,4,32:28,16:14,0,0,,3,1,1,0,,hughelu01
756,Tristan Jarry,27,PIT,G,47,0,2,2,0,2,0,0,0,0,1,1,0,0,,2,2650:02,56:23,0,0,,0,0,0,28,,jarrytr01
757,Ross Johnston,28,NYI,LW,16,0,2,2,-1,37,0,0,0,0,2,0,0,2,0.0,7,124:46,7:48,1,0,100.0,5,34,1,1,,johnsro02
758,Zachary Jones,22,NYR,D,16,1,1,2,-2,4,1,0,0,1,1,0,0,15,6.7,30,249:46,15:37,0,0,,16,5,7,9,,jonesza01
759,Zack Kassian,32,ARI,RW,51,2,0,2,-18,50,2,0,0,0,0,0,0,25,8.0,45,467:00,9:09,3,5,37.5,8,32,9,19,,kassiza01
760,Tyler Kleven,21,OTT,D,8,0,2,2,-1,2,0,0,0,0,2,0,0,11,0.0,24,117:31,14:41,0,0,,7,9,2,8,,klevety01
761,Otto Koivula,24,NYI,LW,8,0,2,2,1,4,0,0,0,0,2,0,0,5,0.0,8,54:53,6:52,13,8,61.9,4,6,2,1,,koivuot01
762,Kaedan Korczak,22,VEG,D,10,0,2,2,-3,0,0,0,0,0,2,0,0,16,0.0,34,175:41,17:34,0,0,,8,25,6,1,,korczka01
763,Beck Malenstyn,24,WSH,LW,9,1,1,2,0,2,1,0,0,1,1,0,0,7,14.3,12,89:13,9:55,1,0,100.0,5,34,1,0,,malenbe01
764,Jacob Markström,33,CGY,G,59,0,2,2,0,14,0,0,0,0,1,1,0,0,,0,3410:50,57:49,0,0,,0,1,3,17,,marksja02
765,Hunter McKown,20,CBJ,F,12,0,2,2,-4,8,0,0,0,0,2,0,0,13,0.0,23,146:42,12:14,48,39,55.2,5,12,4,3,,mckowhu01
766,Victor Mete,24,TOR,D,11,0,2,2,3,4,0,0,0,0,2,0,0,7,0.0,16,143:48,13:04,0,0,,9,3,2,7,,metevi01
767,Petr Mrázek,30,CHI,G,39,0,2,2,0,4,0,0,0,0,2,0,0,0,,0,2165:10,55:31,0,0,,0,1,2,16,,mrazepe01
768,Alexander Nylander,24,PIT,LW,9,1,1,2,1,6,1,0,0,0,1,0,0,11,9.1,21,110:46,12:18,1,1,50.0,3,12,5,0,,nylanal01
769,Brayden Pachal,23,VEG,D,10,0,2,2,2,8,0,0,0,0,2,0,0,18,0.0,37,166:12,16:37,0,0,,12,27,3,4,,pachabr01
770,Derrick Pouliot,29,SJS,D,8,0,2,2,-1,6,0,0,0,0,2,0,0,4,0.0,14,135:34,16:57,0,0,,9,10,4,4,,poulide01
771,Jack Rathbone,23,VAN,D,11,1,1,2,-1,2,1,0,0,0,1,0,0,12,8.3,28,156:35,14:14,0,0,,7,7,2,6,,rathbja01
772,Aatu Räty,20,2TM,C,15,2,1,3,0,4,2,0,0,0,1,0,0,16,12.5,27,125:42,8:23,45,38,54.2,5,19,4,5,,ratyaa01
772,Aatu Räty,20,NYI,C,12,2,0,2,1,4,2,0,0,0,0,0,0,16,12.5,25,105:10,8:46,35,32,52.2,4,17,4,5,,ratyaa01
772,Aatu Räty,20,VAN,C,3,0,1,1,-1,0,0,0,0,0,1,0,0,0,,2,20:32,6:51,10,6,62.5,1,2,0,0,,ratyaa01
773,Lukáš Rousek,23,BUF,RW,2,1,1,2,2,0,1,0,0,0,1,0,0,3,33.3,3,22:37,11:19,0,1,0.0,1,0,0,0,,rouselu01
774,Ilya Samsonov,25,TOR,G,42,0,2,2,0,0,0,0,0,0,0,2,0,0,,0,2475:36,58:57,0,0,,0,0,4,23,,samsoil01
775,Marco Scandella,32,STL,D,20,1,1,2,2,6,1,0,0,0,1,0,0,17,5.9,41,356:42,17:50,0,0,,26,27,7,10,,scandma01
776,Wayne Simmonds,34,TOR,RW,18,0,2,2,1,49,0,0,0,0,2,0,0,9,0.0,20,134:05,7:27,4,0,100.0,7,44,3,0,,simmowa01
777,Stuart Skinner,24,EDM,G,50,0,2,2,0,0,0,0,0,0,1,1,0,0,,0,2903:05,58:04,0,0,,0,0,5,39,AR-1Calder-2,skinnst01
778,Egor Sokolov,22,OTT,F,5,1,1,2,2,0,1,0,0,1,1,0,0,5,20.0,7,35:12,7:02,0,0,,2,5,0,0,,sokoleg01
779,Spencer Stastney,23,NSH,D,8,0,2,2,5,2,0,0,0,0,1,0,1,9,0.0,14,140:53,17:37,0,0,,9,2,2,3,,stastsp01
780,Henry Thrun,21,SJS,D,8,0,2,2,-3,0,0,0,0,0,2,0,0,7,0.0,19,158:55,19:52,0,0,,9,4,1,6,,thrunhe01
781,Urho Vaakanainen,24,ANA,D,23,0,2,2,-16,0,0,0,0,0,2,0,0,27,0.0,58,378:32,16:27,0,0,,28,18,7,10,,vaakaur01
782,Andrei Vasilevskiy,28,TBL,G,60,0,2,2,0,0,0,0,0,0,1,1,0,0,,0,3596:25,59:56,0,0,,0,1,19,31,AS-9Vezina-6,vasilan02
783,Austin Wagner,25,CHI,LW,7,1,1,2,-2,0,1,0,0,1,1,0,0,13,7.7,25,84:58,12:08,0,0,,1,19,3,3,,wagneau01
784,Samuel Walker,23,MIN,C,9,1,1,2,-1,0,1,0,0,0,1,0,0,8,12.5,11,95:24,10:36,0,0,,1,2,2,1,,walkesa01
785,Shane Wright,19,SEA,C,8,1,1,2,4,2,1,0,0,0,1,0,0,4,25.0,10,67:52,8:29,10,21,32.3,6,1,1,2,,wrighsh01
786,Egor Afanasyev,22,NSH,LW,17,1,0,1,-7,2,1,0,0,0,0,0,0,21,4.8,31,184:25,10:51,0,0,,13,23,1,2,,afanaeg01
787,Jake Allen,32,MTL,G,42,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,2450:25,58:21,0,0,,0,0,0,27,,allenja01
788,Frederik Andersen,33,CAR,G,34,0,1,1,0,0,0,0,0,0,1,0,0,0,,1,1984:21,58:22,0,0,,0,0,0,21,,anderfr01
789,Craig Anderson,41,BUF,G,26,0,1,1,0,2,0,0,0,0,0,0,1,0,,0,1490:02,57:19,0,0,,0,0,0,12,,andercr01
790,Andy Andreoff,31,NYI,LW,3,0,1,1,-3,0,0,0,0,0,1,0,0,1,0.0,1,22:03,7:21,3,4,42.9,1,7,1,1,,andrean01
791,Tyler Angle,22,CBJ,C,2,1,0,1,-2,0,1,0,0,0,0,0,0,5,20.0,6,22:57,11:29,8,10,44.4,0,2,1,0,,anglety01
792,Jacob Bernard-Docker,22,OTT,D,19,0,1,1,-2,11,0,0,0,0,1,0,0,22,0.0,47,304:19,16:01,0,0,,27,23,2,6,,bernaja01
793,William Bitten,24,STL,C,4,0,1,1,1,0,0,0,0,0,1,0,0,0,,0,26:35,6:39,0,0,,0,10,1,1,,bittewi01
794,Tobias Björnfot,21,LAK,D,10,0,1,1,1,6,0,0,0,0,1,0,0,10,0.0,20,142:50,14:17,0,0,,11,12,0,0,,bjornto01
795,Matěj Blümel,22,DAL,RW,6,1,0,1,-2,0,1,0,0,0,0,0,0,7,14.3,12,58:13,9:42,0,0,,2,7,3,5,,blumema01
796,Jack Campbell,31,EDM,G,36,0,1,1,0,2,0,0,0,0,1,0,0,0,,1,2026:23,56:17,0,0,,0,1,1,24,,campbja01
797,Connor Carrick,28,BOS,D,1,0,1,1,3,0,0,0,0,0,1,0,0,2,0.0,4,16:54,16:54,0,0,,0,4,0,0,,carrico01
798,Kyle Clifford,32,TOR,LW,2,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,5,15:49,7:55,0,0,,0,6,0,0,,cliffky01
799,Eric Comrie,27,BUF,G,19,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,1111:59,58:32,0,0,,0,0,2,8,,comrier01
800,Lucas Condotta,25,MTL,F,1,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,7,11:02,11:02,4,3,57.1,0,3,0,0,,condolu01
801,Pheonix Copley,31,LAK,G,37,0,1,1,0,19,0,0,0,0,0,1,0,0,,0,2089:29,56:28,0,0,,0,1,4,11,,copleph01
802,Joseph Cramarossa,30,MIN,C,4,1,0,1,0,4,1,0,0,0,0,0,0,1,100.0,3,31:11,7:48,0,1,0.0,1,8,1,0,,cramajo01
803,Kyle Criscuolo,30,SJS,C,1,1,0,1,0,0,1,0,0,1,0,0,0,2,50.0,2,13:14,13:14,1,0,100.0,1,2,1,0,,criscky01
804,Laurent Dauphin,27,ARI,C,21,1,0,1,-4,10,1,0,0,0,0,0,0,25,4.0,41,219:39,10:28,84,73,53.5,10,17,10,4,,dauphla01
805,Collin Delia,28,VAN,G,20,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,1135:40,56:47,0,0,,0,0,1,12,,deliaco01
806,Thatcher Demko,27,VAN,G,32,0,1,1,0,4,0,0,0,0,0,1,0,0,,0,1878:31,58:42,0,0,,0,0,0,13,,demkoth01
807,Travis Dermott,26,VAN,D,11,1,0,1,-4,2,1,0,0,0,0,0,0,7,14.3,14,151:15,13:45,0,0,,10,10,1,1,,dermotr01
808,Brian Elliott,37,TBL,G,22,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,1324:44,60:13,0,0,,0,0,7,10,,elliobr01
809,Sean Farrell,21,MTL,C,6,1,0,1,-2,0,1,0,0,0,0,0,0,8,12.5,16,83:14,13:52,0,0,,2,0,1,2,,farrese01
810,Trey Fix-Wolansky,23,CBJ,RW,9,1,0,1,-5,0,1,0,0,0,0,0,0,19,5.3,34,116:29,12:57,0,0,,8,11,2,2,,fixwotr01
811,Cale Fleury,24,SEA,D,12,0,1,1,0,2,0,0,0,0,1,0,0,10,0.0,29,159:42,13:19,0,0,,13,28,3,9,,fleurca01
812,Haydn Fleury,26,TBL,D,29,0,1,1,-10,14,0,0,0,0,1,0,0,33,0.0,70,370:59,12:48,0,0,,30,30,3,6,,fleurha01
813,Marc-André Fleury,38,MIN,G,46,0,1,1,0,2,0,0,0,0,0,1,0,0,,0,2654:17,57:42,0,0,,0,0,5,16,Byng-20,fleurma01
814,Nolan Foote,22,NJD,LW,6,1,0,1,2,0,1,0,0,0,0,0,0,4,25.0,7,43:18,7:13,0,2,0.0,3,5,2,0,,footeno01
815,Pavel Francouz,32,COL,G,16,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,964:32,60:17,0,0,,0,0,0,9,,francpa01
816,Brendan Gaunce,28,CBJ,C,5,0,1,1,-1,2,0,0,0,0,1,0,0,9,0.0,12,52:19,10:28,33,23,58.9,2,4,1,1,,gauncbr01
817,Alexandar Georgiev,26,COL,G,62,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,3700:20,59:41,0,0,,0,0,0,33,AS-6Vezina-7,georgal01
818,Damien Giroux,22,MIN,C,1,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,13:57,13:57,2,3,40.0,1,2,0,0,,girouda01
819,Kevin Gravel,30,NSH,D,23,0,1,1,-10,4,0,0,0,0,1,0,0,20,0.0,51,328:11,14:16,0,0,,36,23,2,12,,graveke01
820,Philipp Grubauer,31,SEA,G,39,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,2065:37,52:58,0,0,,0,0,1,6,,grubaph01
821,Dave Gust,28,CHI,RW,4,1,0,1,-2,2,1,0,0,0,0,0,0,7,14.3,13,56:49,14:12,0,0,,1,3,1,1,,gustda01
822,Filip Gustavsson,24,MIN,G,39,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,2310:56,59:15,0,0,,0,0,1,15,AS-7,gustafi01
823,Libor Hájek,24,NYR,D,16,1,0,1,2,4,1,0,0,0,0,0,0,13,7.7,25,212:09,13:16,0,0,,20,17,2,7,,hajekli01
824,Jaroslav Halák,37,NYR,G,25,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1453:56,58:09,0,0,,0,0,0,17,,halakja01
825,Ville Heinola,21,WPG,D,10,0,1,1,-5,2,0,0,0,0,1,0,0,5,0.0,13,132:40,13:16,0,0,,7,7,2,8,,heinovi01
826,Drew Helleson,21,ANA,D,3,1,0,1,0,2,1,0,0,0,0,0,0,4,25.0,5,40:57,13:39,0,0,,3,2,0,0,,helledr01
827,Adin Hill,26,VEG,G,27,0,1,1,0,2,0,0,0,0,1,0,0,0,,1,1490:54,55:13,0,0,,0,0,2,13,,hillad01
828,Dryden Hunt,27,3TM,LW,37,3,0,3,-10,24,3,0,0,0,0,0,0,23,13.0,42,298:43,8:04,1,2,33.3,4,100,5,2,,huntdr01
828,Dryden Hunt,27,COL,LW,25,1,0,1,-7,13,1,0,0,0,0,0,0,15,6.7,30,196:20,7:51,1,2,33.3,1,58,2,0,,huntdr01
828,Dryden Hunt,27,NYR,LW,3,1,0,1,-1,2,1,0,0,0,0,0,0,2,50.0,3,26:28,8:49,0,0,,2,11,0,1,,huntdr01
828,Dryden Hunt,27,TOR,LW,9,1,0,1,-2,9,1,0,0,0,0,0,0,6,16.7,9,75:55,8:26,0,0,,1,31,3,1,,huntdr01
829,Michael Hutchinson,32,CBJ,G,16,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,755:27,47:13,0,0,,0,0,0,4,,hutchmi01
830,Vincent Iorio,20,WSH,D,3,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,9,43:02,14:21,0,0,,3,2,1,3,,ioriovi01
831,Miloš Kelemen,23,ARI,F,14,1,0,1,-5,23,1,0,0,0,0,0,0,12,8.3,24,107:31,7:41,1,2,33.3,6,26,0,2,,kelemmi01
832,Matthew Knies,20,TOR,LW,3,0,1,1,1,2,0,0,0,0,1,0,0,4,0.0,7,39:20,13:07,0,0,,2,2,3,1,,kniesma01
833,Spencer Knight,21,FLA,G,21,0,1,1,0,0,0,0,0,0,0,1,0,0,,0,1168:45,55:39,0,0,,0,0,1,16,,knighsp01
834,Nikolai Knyzhov,24,SJS,D,12,1,0,1,-13,8,1,0,0,0,0,0,0,10,10.0,19,193:44,16:09,0,0,,16,11,3,9,,knyzhni01
835,Cole Koepke,24,TBL,LW,17,1,0,1,-5,2,1,0,0,0,0,0,0,12,8.3,32,154:43,9:06,0,0,,5,32,4,6,,koepkco01
836,Joona Koppanen,24,BOS,LW,5,0,1,1,0,4,0,0,0,0,1,0,0,2,0.0,4,54:08,10:50,25,19,56.8,2,8,4,3,,koppajo01
837,John Leonard,24,NSH,LW,6,1,0,1,0,2,1,0,0,1,0,0,0,4,25.0,11,69:14,11:32,0,0,,4,4,4,3,,leonajo01
838,Charlie Lindgren,29,WSH,G,31,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1692:04,54:35,0,0,,0,0,1,9,,lindgch01
839,Jake Livingstone,,NSH,D,5,0,1,1,-2,2,0,0,0,0,1,0,0,3,0.0,9,77:15,15:27,0,0,,11,6,0,3,,livinja02
840,William Lockwood,24,VAN,RW,13,0,1,1,-7,0,0,0,0,0,1,0,0,12,0.0,20,133:36,10:17,0,0,,13,37,4,3,,lockwwi01
841,Jake Lucchini,27,OTT,F,11,1,0,1,-2,0,0,1,0,1,0,0,0,14,7.1,27,128:23,11:40,0,2,0.0,1,16,3,7,,lucchja01
842,Joona Luoto,25,CBJ,F,7,1,0,1,-7,0,1,0,0,0,0,0,0,7,14.3,13,87:15,12:28,1,0,100.0,3,11,3,4,,luotojo01
843,Ukko-Pekka Luukkonen,23,BUF,G,33,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,1910:13,57:53,0,0,,0,0,1,9,,luukkuk01
844,Olle Lycksell,23,PHI,RW,8,0,1,1,-3,8,0,0,0,0,1,0,0,5,0.0,6,84:29,10:34,0,0,,7,1,1,2,,lycksol01
845,Aidan McDonough,23,VAN,LW,6,1,0,1,-2,2,1,0,0,0,0,0,0,4,25.0,9,55:51,9:19,1,0,100.0,2,7,0,0,,mcdonai01
846,Dylan McIlrath,30,WSH,D,6,0,1,1,-6,7,0,0,0,0,1,0,0,1,0.0,17,70:03,11:41,0,0,,7,14,0,2,,mcilrdy01
847,Bobby McMann,26,TOR,F,10,0,1,1,-2,2,0,0,0,0,1,0,0,18,0.0,29,105:43,10:34,1,1,50.0,0,17,2,2,,mcmanbo02
848,Cole McWard,21,VAN,D,5,1,0,1,0,0,1,0,0,0,0,0,0,6,16.7,15,71:04,14:13,0,0,,6,5,0,4,,mcwarco01
849,Elvis Merzļikins,28,CBJ,G,30,0,1,1,0,4,0,0,0,0,0,1,0,0,,0,1560:12,52:00,0,0,,0,0,0,18,,merzlel01
850,Carson Meyer,25,CBJ,RW,14,0,1,1,-2,6,0,0,0,0,1,0,0,17,0.0,32,136:05,9:43,0,0,,6,26,3,0,,meyerca01
851,Jake Muzzin,33,TOR,D,4,0,1,1,0,2,0,0,0,0,1,0,0,8,0.0,19,66:51,16:43,0,0,,10,11,2,5,,muzzija01
852,Nikita Nesterenko,21,ANA,C,9,1,0,1,-3,0,1,0,0,0,0,0,0,23,4.3,30,119:36,13:17,0,3,0.0,1,6,4,3,,nesteni02
853,Jake Oettinger,24,DAL,G,62,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,3644:53,58:47,0,0,,0,0,1,18,AS-5Vezina-5,oettija01
854,Nikita Okhotyuk,22,NJD,D,10,1,0,1,1,2,1,0,0,1,0,0,0,6,16.7,11,117:20,11:44,0,0,,9,31,1,4,,okhotni01
855,Luke Philp,27,CHI,F,3,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,35:02,11:41,1,3,25.0,0,4,2,0,,philplu01
856,Tucker Poolman,29,VAN,D,3,0,1,1,1,0,0,0,0,0,1,0,0,3,0.0,4,41:53,13:58,0,0,,2,2,1,1,,poolmtu01
